	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span	target_word_span
1175	Sure. Would you like to travel in economy class or business class?	Sicher. Sie möchten in der Economy Class oder Business Class reisen?	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	3	system	[]	[]
1176	I'd like to travel in business class.	Ich möchte in der Business Class reisen.	['business class.']	['Business Class']	[[22, 37]]	[[18, 32]]	flight_weather_goal_2-27_v2###10878	4	user	[[5, 7]]	[[4, 6]]
1177	Ok, you could take Air China flight CA1519 from Terminal 3 of Beijing Capital International Airport to Terminal 2 of Hongqiao International Airport.	Ok, Sie könnten den Air China-Flug CA1519 vom Terminal 3 des Beijing Capital International Airport zum Terminal 2 des Hongqiao International Airport nehmen.	['Air China flight CA1519 from Terminal 3 of Beijing Capital International Airport to Terminal 2 of Hongqiao International Airport.']	['Air China-Flug CA1519 vom Terminal 3 des Beijing Capital International Airport zum Terminal 2 des Hongqiao International Airport']	[[19, 148]]	[[20, 148]]	flight_weather_goal_2-27_v2###10878	4	system	[[4, 23]]	[[4, 22]]
1178	How much is the ticket?	Was kostet das Ticket?	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	5	user	[]	[]
1179	It is 4,510 yuan.	Es sind 4.510 Yuan.	['4,510 yuan.']	['4.510 Yuan.']	[[6, 17]]	[[8, 19]]	flight_weather_goal_2-27_v2###10878	5	system	[[2, 4]]	[[2, 4]]
1180	How about the departure time?	Wie sieht es mit der Abfahrtszeit aus?	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	6	user	[]	[]
1181	It takes off at 09:30 that day.	An diesem Tag um 09:30 Uhr geht es los.	['09:30 that day.']	['diesem Tag um 09:30 Uhr']	[[16, 31]]	[[3, 26]]	flight_weather_goal_2-27_v2###10878	6	system	[[4, 7]]	[[1, 6]]
1182	How about its punctuality rate?	Wie sieht es mit der Pünktlichkeit aus?	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	7	user	[]	[]
1183	It is 98.32%, no need to worry.	Es sind 98,32 %, kein Grund zur Sorge.	['98.32%,']	['98,32 %,']	[[6, 13]]	[[8, 16]]	flight_weather_goal_2-27_v2###10878	7	system	[[2, 3]]	[[2, 4]]
1184	Thanks for your help.	Danke für Ihre Hilfe.	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	8	user	[]	[]
1185	You’re welcome.	Gern geschehen.	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	8	system	[]	[]
1186	Goodbye.	Auf Wiedersehen.	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	9	user	[]	[]
1187	Bye-bye.	Tschüss.	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	9	system	[]	[]
1188	Hi, I love watching movies, especially action movies. Could you recommend a South Korean action movie?	Hallo, ich schaue gerne Filme, besonders Actionfilme. Könnt ihr mir einen südkoreanischen Actionfilm empfehlen?	['action movies.', 'South Korean']	['Actionfilme.', 'südkoreanischen']	[[39, 53], [76, 88]]	[[41, 53], [74, 89]]	movie_goal_3-8_v2###9587	0	user	[[6, 8], [12, 14]]	[[6, 7], [11, 12]]
1189	Ok, I've found two movies and I would recommend Train To Busan.	Ok, ich habe zwei Filme gefunden und würde Train To Busan empfehlen.	['Train To Busan.']	['Train To Busan']	[[48, 63]]	[[43, 57]]	movie_goal_3-8_v2###9587	0	system	[[9, 12]]	[[8, 11]]
1190	What's its Douban rating?	Was ist seine Douban-Bewertung?	[]	[]	[]	[]	movie_goal_3-8_v2###9587	1	user	[]	[]
1191	Its Douban rating is 8.5.	Seine Douban-Bewertung beträgt 8,5.	['8.5.']	['8,5.']	[[21, 25]]	[[31, 35]]	movie_goal_3-8_v2###9587	1	system	[[4, 5]]	[[3, 4]]
1192	Ok, can you recommend an American movie of the same genre?	Ok, kannst du einen amerikanischen Film des gleichen Genres empfehlen?	['American']	['amerikanischen']	[[25, 33]]	[[20, 34]]	movie_goal_3-8_v2###9587	2	user	[[5, 6]]	[[4, 5]]
1193	Okay, I would recommend Pirates of the Caribbean.	Okay, ich würde Fluch der Karibik empfehlen.	['Pirates of the Caribbean.']	['Fluch der Karibik']	[[24, 49]]	[[16, 33]]	movie_goal_3-8_v2###9587	2	system	[[4, 8]]	[[3, 6]]
1194	When did the movie premiere?	Wann wurde der Film uraufgeführt?	[]	[]	[]	[]	movie_goal_3-8_v2###9587	3	user	[]	[]
1195	It premiered in the United States on July 9, 2003, and on November 21 of the same year on the Chinese mainland.	Es wurde am 9. Juli 2003 in den Vereinigten Staaten und am 21. November desselben Jahres auf dem chinesischen Festland uraufgeführt.	['in the United States on July 9, 2003,', 'on November 21 of the same year on the Chinese mainland.']	['am 9. Juli 2003 in den Vereinigten Staaten', 'am 21. November desselben Jahres auf dem chinesischen Festland uraufgeführt.']	[[13, 50], [55, 111]]	[[9, 51], [56, 132]]	movie_goal_3-8_v2###9587	3	system	[[2, 10], [11, 22]]	[[2, 10], [11, 21]]
1196	And who's the director?	Und wer ist der Regisseur?	[]	[]	[]	[]	movie_goal_3-8_v2###9587	4	user	[]	[]
1197	The director is Gore Verbinski.	Der Regisseur ist Gore Verbinski.	['Gore Verbinski.']	['Gore Verbinski.']	[[16, 31]]	[[18, 33]]	movie_goal_3-8_v2###9587	4	system	[[3, 5]]	[[3, 5]]
1198	Got it. Thanks, bye!	Alles klar. Danke Tschüss!	[]	[]	[]	[]	movie_goal_3-8_v2###9587	5	user	[]	[]
1199	My pleasure, goodbye!	Gerne, auf Wiedersehen!	[]	[]	[]	[]	movie_goal_3-8_v2###9587	5	system	[]	[]
1200	Hi, my family and I just arrived in Suzhou for a trip and we're staying in Wuzhong District. Could you recommend a restaurant serving fast food and quick meals? The price doesn't matter.	Hallo, meine Familie und ich sind gerade für einen Ausflug in Suzhou angekommen und wohnen im Bezirk Wuzhong. Können Sie ein Restaurant empfehlen, das Fast Food und schnelle Mahlzeiten serviert? Der Preis spielt keine Rolle.	['Suzhou', 'Wuzhong District.', 'fast food and quick meals?']	['Suzhou', 'Bezirk Wuzhong.', 'Fast Food und schnelle Mahlzeiten']	[[36, 42], [75, 92], [134, 160]]	[[62, 68], [94, 109], [151, 184]]	restaurant_goal_1-21_v2###7999	0	user	[[8, 9], [16, 18], [24, 29]]	[[11, 12], [16, 18], [24, 29]]
1201	Ok, here I would recommend Goodman Folk Snacks.	Ok, hier würde ich Goodman Folk Snacks empfehlen.	['Goodman Folk Snacks.']	['Goodman Folk Snacks']	[[27, 47]]	[[19, 38]]	restaurant_goal_1-21_v2###7999	0	system	[[5, 8]]	[[4, 7]]
1202	What's its rating?	Was ist seine Bewertung?	[]	[]	[]	[]	restaurant_goal_1-21_v2###7999	1	user	[]	[]
1203	It's got a rating of 4.5.	Es hat eine Bewertung von 4,5.	['4.5.']	['4,5.']	[[21, 25]]	[[26, 30]]	restaurant_goal_1-21_v2###7999	1	system	[[5, 6]]	[[5, 6]]
1204	What is its recommended dish?	Was ist das empfohlene Gericht?	[]	[]	[]	[]	restaurant_goal_1-21_v2###7999	2	user	[]	[]
1205	The restaurant recommends the Boiled Boneless Fish with Pickled Cabbage and Chili.	Das Restaurant empfiehlt den gekochten Fisch ohne Knochen mit eingelegtem Kohl und Chili.	['Boiled Boneless Fish with Pickled Cabbage and Chili.']	['gekochten Fisch ohne Knochen mit eingelegtem Kohl und Chili.']	[[30, 82]]	[[29, 89]]	restaurant_goal_1-21_v2###7999	2	system	[[4, 12]]	[[4, 13]]
1206	Well, how about its opening hours?	Nun, wie sieht es mit den Öffnungszeiten aus?	[]	[]	[]	[]	restaurant_goal_1-21_v2###7999	3	user	[]	[]
1207	It is open from 10:00–20:30, Monday to Sunday.	Es ist von 10:00–20:30 Uhr montags bis sonntags geöffnet.	['10:00–20:30, Monday to Sunday.']	['10:00–20:30 Uhr montags bis sonntags']	[[16, 46]]	[[11, 47]]	restaurant_goal_1-21_v2###7999	3	system	[[4, 8]]	[[3, 8]]
1208	Ok, got it. Thank you, goodbye!	OK Verstehe. Danke. Auf Wiedersehen!	[]	[]	[]	[]	restaurant_goal_1-21_v2###7999	4	user	[]	[]
1209	Help to help, goodbye!	Helfen um zu helfen, auf Wiedersehen!	[]	[]	[]	[]	restaurant_goal_1-21_v2###7999	4	system	[]	[]
1210	Hi, I'm traveling in Suzhou and I want to find a family-friendly scenic area in Suzhou New District.	Hallo, ich reise in Suzhou und möchte ein familienfreundliches Naturgebiet im Suzhou New District finden.	['family-friendly', 'Suzhou New District.']	['familienfreundliches', 'Suzhou New District']	[[49, 64], [80, 100]]	[[42, 62], [78, 97]]	attraction_hotel_goal_1-31###1341	0	user	[[11, 12], [15, 18]]	[[8, 9], [11, 14]]
1211	Hello, I would recommend Taihu Lake Wetland Park to you and your family.	Hallo, ich würde Ihnen und Ihrer Familie den Taihu Lake Wetland Park empfehlen.	['Taihu Lake Wetland Park']	['Taihu Lake Wetland Park']	[[25, 48]]	[[45, 68]]	attraction_hotel_goal_1-31###1341	0	system	[[4, 8]]	[[8, 12]]
1212	How much is the ticket for this scenic area?	Wie viel kostet das Ticket für diesen Naturpark?	[]	[]	[]	[]	attraction_hotel_goal_1-31###1341	1	user	[]	[]
1213	The ticket is 60 yuan, which is quite cheap.	Das Ticket kostet 60 Yuan, was recht günstig ist.	['60 yuan,']	['60 Yuan,']	[[14, 22]]	[[18, 26]]	attraction_hotel_goal_1-31###1341	1	system	[[3, 5]]	[[3, 5]]
1214	Good, when is it open?	Gut, wann ist er geöffnet?	[]	[]	[]	[]	attraction_hotel_goal_1-31###1341	2	user	[]	[]
1215	This scenic area's opening hours are 09:00–16:30. It closes quite early.	Die Öffnungszeiten des Naturparks sind 09:00–16:30 Uhr. Er schließt ziemlich früh.	['09:00–16:30.']	['09:00–16:30 Uhr.']	[[37, 49]]	[[39, 55]]	attraction_hotel_goal_1-31###1341	2	system	[[6, 7]]	[[5, 7]]
1216	Could you recommend a 1-star hotel nearby?	Können Sie ein 1-Sterne Hotel in der Nähe empfehlen?	['1-star']	['1-Sterne']	[[22, 28]]	[[15, 23]]	attraction_hotel_goal_1-31###1341	3	user	[[4, 5]]	[[3, 4]]
1217	Sure, I would recommend Home Inn in Suzhou New District.	Sicher, ich würde das Home Inn im Suzhou New District empfehlen.	['Suzhou New District.']	['Suzhou New District']	[[36, 56]]	[[34, 53]]	attraction_hotel_goal_1-31###1341	3	system	[[7, 10]]	[[7, 10]]
1218	How much is a king-size room in Home Inn?	Wie viel kostet ein Zimmer mit Kingsize-Bett im Home Inn?	[]	[]	[]	[]	attraction_hotel_goal_1-31###1341	4	user	[]	[]
1219	A king-size room in this hotel is 188 yuan.	Ein Kingsize-Zimmer in diesem Hotel kostet 188 Yuan.	['king-size room', '188 yuan.']	['Kingsize-Zimmer', '188 Yuan.']	[[2, 16], [34, 43]]	[[4, 19], [43, 52]]	attraction_hotel_goal_1-31###1341	4	system	[[1, 3], [7, 9]]	[[1, 2], [6, 8]]
1220	Could you tell me the contact number of the hotel?	Können Sie mir die Telefonnummer des Hotels sagen?	[]	[]	[]	[]	attraction_hotel_goal_1-31###1341	5	user	[]	[]
1221	Ok, the contact number of Home Inn is 0512-68019666.	Ok, die Kontaktnummer von Home Inn ist 0512-68019666.	['Home Inn', '0512-68019666.']	['Home Inn', '0512-68019666.']	[[26, 34], [38, 52]]	[[26, 34], [39, 53]]	attraction_hotel_goal_1-31###1341	5	system	[[5, 7], [8, 9]]	[[4, 6], [7, 8]]
1222	Thanks for your help, bye.	Danke für deine Hilfe, tschüss.	[]	[]	[]	[]	attraction_hotel_goal_1-31###1341	6	user	[]	[]
1223	My pleasure, hope you enjoy your trip. Goodbye.	Ich hoffe, Sie genießen Ihre Reise. Auf Wiedersehen.	[]	[]	[]	[]	attraction_hotel_goal_1-31###1341	6	system	[]	[]
1224	Hi, I want to go from Beijing to Hangzhou by high-speed train next Sunday afternoon. Could you recommend a train for me?	Hallo, ich möchte nächsten Sonntagnachmittag mit dem Hochgeschwindigkeitszug von Peking nach Hangzhou fahren. Könnt ihr mir einen Zug empfehlen?	['Beijing', 'Hangzhou']	['Peking', 'Hangzhou']	[[22, 29], [33, 41]]	[[81, 87], [93, 101]]	train_goal_4-69###503	0	user	[[6, 7], [8, 9]]	[[9, 10], [11, 12]]
1225	I would recommend G59 from Beijingnan to Hangzhoudong.	Ich würde G59 von Beijingnan nach Hangzhoudong empfehlen.	['G59 from Beijingnan to Hangzhoudong.']	['G59 von Beijingnan nach Hangzhoudong']	[[18, 54]]	[[10, 46]]	train_goal_4-69###503	0	system	[[3, 8]]	[[2, 7]]
1226	How much is a first class ticket?	Wie viel kostet ein erste Klasse Ticket?	['first class']	['erste Klasse']	[[14, 25]]	[[20, 32]]	train_goal_4-69###503	1	user	[[4, 6]]	[[4, 6]]
1227	A first class ticket on G59 is 907.0 yuan.	Ein erste Klasse Ticket auf G59 kostet 907,0 Yuan.	['first class', 'G59', '907.0 yuan.']	['erste Klasse', 'G59', '907,0 Yuan.']	[[2, 13], [24, 27], [31, 42]]	[[4, 16], [28, 31], [39, 50]]	train_goal_4-69###503	1	system	[[1, 3], [5, 6], [7, 9]]	[[1, 3], [5, 6], [7, 9]]
1228	Good, it is much cheaper than going by plane. Are there any available tickets for a bullet train at the same time? Please recommend one if there are.	Gut, es ist viel billiger als mit dem Flugzeug zu reisen. Gibt es gleichzeitig verfügbare Tickets für einen Bullet Train? Bitte empfehlen Sie einen, falls vorhanden.	['bullet train']	['Bullet Train']	[[84, 96]]	[[108, 120]]	train_goal_4-69###503	2	user	[[16, 18]]	[[18, 20]]
1229	Ok, what kind of sleeper do you prefer? A sleeper in first class or a sleeper in second class?	Ok, welche Art von Bett bevorzugst du? Ein Bett in der ersten Klasse oder ein Bett in der zweiten Klasse?	['sleeper in first class', 'sleeper in second class?']	['Bett in der ersten Klasse', 'Bett in der zweiten Klasse?']	[[42, 64], [70, 94]]	[[43, 68], [78, 105]]	train_goal_4-69###503	2	system	[[9, 13], [15, 19]]	[[8, 13], [15, 20]]
1230	I want a sleeper in first class. Can you help me check the price?	Ich will einen Schlafwagen in der ersten Klasse. Können Sie mir helfen, den Preis zu überprüfen?	['sleeper in first class.']	['Schlafwagen in der ersten Klasse.']	[[9, 32]]	[[15, 48]]	train_goal_4-69###503	3	user	[[3, 7]]	[[3, 8]]
1231	The ticket is 574.0 yuan.	Das Ticket kostet 574,0 Yuan.	['574.0 yuan.']	['574,0 Yuan.']	[[14, 25]]	[[18, 29]]	train_goal_4-69###503	3	system	[[3, 5]]	[[3, 5]]
1232	Ok, thanks. I will think about whether to take a bullet train or a high-speed train. Bye!	OK danke. Ich werde darüber nachdenken, ob ich einen Bullet Train oder einen Hochgeschwindigkeitszug nehmen soll. Wiedersehen!	['bullet train']	['Bullet Train']	[[49, 61]]	[[53, 65]]	train_goal_4-69###503	4	user	[[10, 12]]	[[9, 11]]
1233	Bye!	Wiedersehen!	[]	[]	[]	[]	train_goal_4-69###503	4	system	[]	[]
1234	Hi, I'm planning a trip to Suzhou. Can you recommend a 3-star hotel with king-size rooms in Suzhou New District?	Hallo, ich plane eine Reise nach Suzhou. Können Sie ein 3-Sterne Hotel mit Kingsize-Zimmern im New District von Suzhou empfehlen?	['3-star', 'king-size rooms', 'Suzhou New District?']	['3-Sterne', 'Kingsize-Zimmern', 'New District von Suzhou']	[[55, 61], [73, 88], [92, 112]]	[[56, 64], [75, 91], [95, 118]]	hotel_goal_2-1###5099	0	user	[[11, 12], [14, 16], [17, 20]]	[[10, 11], [13, 14], [15, 19]]
1235	Meijin All Suites Hotel is the only choice that fits your requirements.	Das Meijin All Suites Hotel ist die einzige Wahl, die Ihren Anforderungen entspricht.	['Meijin All Suites Hotel']	['Das Meijin All Suites Hotel']	[[0, 23]]	[[0, 27]]	hotel_goal_2-1###5099	0	system	[[0, 4]]	[[0, 5]]
1236	Well, it seems that I have to stay here.	Nun, es scheint, dass ich hier bleiben muss.	[]	[]	[]	[]	hotel_goal_2-1###5099	1	user	[]	[]
1237	Yes, this hotel is the only one that is in line with your requirements.	Ja, dieses Hotel ist das einzige, das Ihren Anforderungen entspricht.	[]	[]	[]	[]	hotel_goal_2-1###5099	1	system	[]	[]
1238	How about the room rates?	Wie sieht es mit den Zimmerpreisen aus?	[]	[]	[]	[]	hotel_goal_2-1###5099	2	user	[]	[]
1239	Not too high, only 308 yuan for a room.	Nicht zu hoch, nur 308 Yuan für ein Zimmer.	['308 yuan']	['308 Yuan']	[[19, 27]]	[[19, 27]]	hotel_goal_2-1###5099	2	system	[[4, 6]]	[[4, 6]]
1240	It's truly moderately priced. Does the hotel have a parking lot?	Es ist wirklich preisgünstig. Hat das Hotel einen Parkplatz?	[]	[]	[]	[]	hotel_goal_2-1###5099	3	user	[]	[]
1241	Sure, it has a free parking lot.	Sicher, es hat einen kostenlosen Parkplatz.	['free']	['kostenlosen']	[[15, 19]]	[[21, 32]]	hotel_goal_2-1###5099	3	system	[[4, 5]]	[[4, 5]]
1242	That's great, then I don't need to worry about parking. Do you know the contact number of the hotel?	Super, dann muss ich mir keine Gedanken mehr ums Parken machen. Kennen Sie die Telefonnummer des Hotels?	[]	[]	[]	[]	hotel_goal_2-1###5099	4	user	[]	[]
1243	The contact number is 0512-66053331. You can call the hotel if you have any questions.	Die Kontaktnummer ist 0512-66053331. Bei Fragen können Sie das Hotel anrufen.	['0512-66053331.']	['0512-66053331.']	[[22, 36]]	[[22, 36]]	hotel_goal_2-1###5099	4	system	[[4, 5]]	[[3, 4]]
1244	Got it. Thank you so much.	Verstanden. Ich danke dir sehr.	[]	[]	[]	[]	hotel_goal_2-1###5099	5	user	[]	[]
1245	Happy to help. Do you have any other questions?	Freue mich zu helfen. Haben Sie noch weitere Fragen?	[]	[]	[]	[]	hotel_goal_2-1###5099	5	system	[]	[]
1246	No, that's all, goodbye.	Nein, das ist alles, auf Wiedersehen.	[]	[]	[]	[]	hotel_goal_2-1###5099	6	user	[]	[]
1247	Ok, goodbye.	Ok Auf Wiedersehen.	[]	[]	[]	[]	hotel_goal_2-1###5099	6	system	[]	[]
1248	Hello, I want to buy a desktop and my budget is 5,000-10,000 yuan. Can you recommend me a good model?	Hallo, ich möchte einen Desktop kaufen und mein Budget beträgt 5.000-10.000 Yuan. Könnt ihr mir ein gutes Modell empfehlen?	['desktop', '5,000-10,000 yuan.']	['Desktop', '5.000-10.000 Yuan.']	[[23, 30], [48, 66]]	[[24, 31], [63, 81]]	PC_goal_5-48_v2###10500	0	user	[[6, 7], [11, 13]]	[[4, 5], [10, 12]]
1249	Ok, do you have further requirements on the memory capacity or the CPU?	Ok, haben sie weitere Anforderungen an die Speicherkapazität oder die CPU?	[]	[]	[]	[]	PC_goal_5-48_v2###10500	0	system	[]	[]
1250	I prefer a model with 8GB memory and an Intel Core i5 CPU.	Ich bevorzuge ein Modell mit 8GB Arbeitspeicher und einer Intel Core i5 CPU.	['8GB', 'Intel Core i5']	['8GB', 'Intel Core i5']	[[22, 25], [40, 53]]	[[29, 32], [52, 65]]	PC_goal_5-48_v2###10500	1	user	[[5, 6], [9, 12]]	[[5, 6], [9, 12]]
1251	No problem. The model Lenovo Tianyi 510Pro meets your requirements.	Kein Problem. Das Modell Lenovo Tianyi 510Pro erfüllt Ihre Anforderungen.	['Lenovo Tianyi 510Pro']	['Lenovo Tianyi 510Pro']	[[22, 42]]	[[25, 45]]	PC_goal_5-48_v2###10500	1	system	[[4, 7]]	[[4, 7]]
1252	What CPU does it have? How about its starting weight?	Welche CPU hat er? Wie sieht es mit seinem Startgewicht aus?	[]	[]	[]	[]	PC_goal_5-48_v2###10500	2	user	[]	[]
1253	It has an Intel Core i5, i5-9400F and the starting weight of this model is 7.48 kg.	Er hat einen Intel Core i5, i5-9400F und das Startgewicht dieses Modells beträgt 7,48 kg.	['i5-9400F', '7.48 kg.']	['i5-9400F', '7,48 kg.']	[[25, 33], [75, 83]]	[[28, 36], [81, 89]]	PC_goal_5-48_v2###10500	2	system	[[6, 7], [15, 17]]	[[6, 7], [13, 15]]
1254	What kind of graphics card does it have? Does this model have any special features?	Was für eine Grafikkarte hat es? Hat dieses Modell irgendwelche Besonderheiten?	[]	[]	[]	[]	PC_goal_5-48_v2###10500	3	user	[]	[]
1255	It is equipped with discrete graphics and its special features are not yet clear.	Es ist mit einer diskreten Grafikkarte ausgestattet und seine Besonderheiten sind noch nicht klar.	['discrete graphics', 'not yet clear.']	['diskreten Grafikkarte', 'noch nicht klar.']	[[20, 37], [67, 81]]	[[17, 38], [82, 98]]	PC_goal_5-48_v2###10500	3	system	[[4, 6], [11, 14]]	[[4, 6], [11, 14]]
1256	Ok, I see. Thanks for your recommendation. I will think about it, goodbye!	OK, ich verstehe. Danke für Ihre Empfehlung. Ich werde darüber nachdenken, auf Wiedersehen!	[]	[]	[]	[]	PC_goal_5-48_v2###10500	4	user	[]	[]
1257	My pleasure, goodbye!	Gerne, auf Wiedersehen!	[]	[]	[]	[]	PC_goal_5-48_v2###10500	4	system	[]	[]
1258	Hi, could you tell me what the weather and temperature will be like in Beijing next Monday?	Hallo, könnten Sie mir sagen, wie das Wetter und die Temperatur nächsten Montag in Peking sein werden?	['Beijing', 'next Monday?']	['Peking', 'nächsten Montag']	[[71, 78], [79, 91]]	[[83, 89], [64, 79]]	flight_weather_goal_4-30###1727	0	user	[[14, 15], [15, 17]]	[[14, 15], [11, 13]]
